id,osmID,X,Y
142,1088421485,293430245.9910635,11641749.928462707
143,1770498773,293437352.5113089,11628093.1919189
144,341815062,293438353.2410042,11626673.6567937
145,3011949113,293438961.715274,11623393.786663717
146,343723238,293439466.8637244,11620723.842462204
147,341823882,293692820.4972658,12490544.637094242
148,341823883,293688819.49192566,12486917.314110104
149,2172200845,293688037.5323295,12486066.976931652
150,341824758,293404869.2973816,12752370.24441969
151,2623641586,293406287.1572367,12753108.36869773
152,1202765850,293407071.030274,12753043.236766225
153,348221822,293410660.6457776,12750187.712485986
154,2402131353,293412359.7814744,12748731.484668322
155,344372494,293446288.91905963,12719083.744695498
156,3030005706,293458747.3340617,12707310.676221512
157,4926297589,293471880.55595845,12695800.082090842
158,347768180,293500406.1358772,12670865.893485479
159,1006740871,293510659.6289184,12662335.033628492
160,2124956781,293526483.1490017,12648190.420969639
161,341826472,293569429.0588638,12863884.227371672
162,3097298406,293569236.4391264,12861698.845128495
163,3097299146,293567157.8042781,12842004.23570131
164,341826963,293562363.3586952,12795672.898648279
165,341826725,293562253.0169251,12790976.568455584
166,341827377,293562610.1925971,12788274.356106166
167,4512249101,293563160.6258202,12786727.267502747
168,345332153,293564122.4488798,12785510.220633613
169,2112954833,293577442.55019057,12777348.230370417
170,3097299183,293579616.85709393,12775718.978948439
171,2112954831,293582116.4489842,12773250.448770884
172,341827378,293586943.4230658,12766909.106410319
173,3097299134,293592015.95542186,12760945.77407756
174,3097299132,293592874.4526621,12759936.3100349
175,3097299138,293599912.72684157,12752898.501440648
176,3097299135,293600210.5858395,12752568.034337278
177,341827379,293604578.9718708,12749505.367089534
178,3097299136,293607849.0427107,12746381.463091802
179,341827382,293609390.0006099,12743126.55824735
180,3097299137,293609949.3632248,12739146.238872554
181,341827383,293609668.7251968,12733927.060153062
182,341828001,293605668.3576704,12691642.62557174
183,341828002,293602347.8995482,12664222.159943344
184,344526256,293397737.9024019,12738452.998400755
185,347770840,293403332.8041783,12748008.31203852
186,5320700582,293404022.9186017,12749570.464138135
187,341831897,293347953.35404843,12599876.898307065
188,3432213150,293347139.5037672,12598321.44556775
189,3432213147,293347001.736008,12598052.813495642
190,3432213139,293346056.4961046,12596415.336349549
191,360293385,293343708.7038749,12592345.78202394
192,3242190702,293341033.7132171,12587589.367073424
193,360293501,293339897.7670174,12585907.436133001
194,3242190701,293338077.4467176,12582815.210457997
195,3520088206,293335629.517737,12578284.124841718
196,341832333,293331577.4873009,12570793.959395701
197,341832334,293319276.6122827,12549429.053959541
198,3249517569,293317663.5814354,12546608.673005532
199,3249517568,293310166.0813919,12535178.096232178
200,793227902,293307159.4276101,12530600.190167924
201,341832335,293297611.9943348,12516042.876863157
202,360293206,293289899.5510744,12503055.00908316
203,3064892417,293393514.9378942,12458020.764972454
204,618548750,293394166.7834956,12447559.591982318
205,2483419207,293394405.3258194,12445558.222166765
206,2383557182,293397245.5102255,12421754.004270578
207,1205509999,293398709.93048066,12407811.417557806
208,348222417,293399009.065106,12404879.025376664
209,341833322,293399841.4119845,12393269.784545913
210,341833330,293404322.053227,12267778.833520444
211,341834322,293403055.9930325,12265140.711978056
212,4120637646,293401575.6274348,12262187.796864813
213,588419847,293388087.1433072,12235344.739928514
214,3404168695,293386959.4886856,12233118.653359802
215,1064819214,293378421.7144974,12217214.257876944
216,4120766809,293373049.4097023,12206683.522960858
217,588419846,293369901.7990928,12200571.037646458
218,360931692,293366310.9079618,12192945.530560317
219,341834325,293361545.1639954,12183779.002455683
220,5278326961,293353273.99593383,12167899.321149709
221,346249876,293352826.2507164,12167040.308598485
222,2045783491,293347422.69304997,12156687.890113974
223,2045783490,293344904.6045624,12151863.592037717
224,2045783489,293342477.0856202,12147093.424652494
225,4682810189,293342156.9031428,12146296.527966553
226,341834328,293341168.9297215,12143844.798210729
227,2045783488,293340074.44141227,12141321.384656146
228,2045783487,293339309.70278597,12138761.54903924
229,341834329,293338238.81358373,12135332.3853165
230,341834330,293334096.85141593,12118953.952874579
231,2045783486,293333052.1125753,12114435.14439195
232,2045783485,293331809.6514877,12108794.228336982
233,341834331,293331431.4279636,12106651.670591187
234,2045783484,293331455.6648842,12104774.490286047
235,2045783483,293331636.803975,12103107.787899418
236,341835425,293332034.16191006,12101362.790931707
237,341835822,293329470.7886498,12039241.944596827
238,3400766892,293330440.9032875,12038260.762282638
239,3400766479,293336959.9971152,12026309.741639111
240,3400766409,293342061.8689015,12016389.572443634
241,345313925,293342917.8148869,12014731.890590627
242,341837597,293320505.04146886,12050495.799377538
243,1787315570,293319363.99275964,12050864.673452387
244,1787315568,293318664.9489444,12050563.063127125
245,1787315565,293317980.5748443,12049929.508934122
246,1787315563,293317624.036986,12049506.449792227
247,1787315561,293317081.895341,12048541.107746879
248,1010501512,293314598.2487932,12038325.736775879
249,1010501478,293311289.90913135,12025081.881682392
250,5004880444,293310798.1547686,12023024.426497888
251,3400766393,293308840.0667096,12014829.009014986
252,344371392,293308382.11647296,12012914.957905201
253,341837598,293306260.7481068,12004290.208293485
254,5122090350,293304680.8835719,11997938.751162026
255,5122090354,293299778.00966,11977905.34051901
256,5122090378,293299287.53092474,11975746.531017147
257,5122090382,293297802.0628174,11969205.701133614
258,1787315487,293296796.2306125,11964783.019231403
259,341817337,293296020.0113396,11958905.650038341
260,4989924415,293293306.1140461,11937501.896003637
261,349310231,293288279.5042764,11898030.874865446
262,5122814523,293294981.650636,12027581.074502042
263,5122814524,293290358.1391247,12032649.357263038
264,3150471547,293286852.0772158,12035878.801684221
265,5122814525,293277229.38192385,12044752.678820504
266,5122814526,293272237.214094,12049361.097211996
267,5122814528,293271745.45973134,12049814.520969862
268,1006376455,293257029.8220449,12063418.562717889
269,3180262961,293252292.1418813,12068096.482355377
270,3688276007,293248552.6401582,12072209.502202224
271,3229639470,293246521.84133744,12074445.52634125
272,5118337624,293243519.6522515,12077723.627577415
273,5118337622,293238141.6071331,12083602.11261405
274,5105213668,293236952.08458257,12084904.058691997
275,3229639473,293236291.94740313,12085715.450341232
276,3061832249,293233725.38507426,12088584.469070505
277,341839924,293320000.5308322,12000292.112019673
278,1010501686,293323074.79286623,12012990.47374391
279,1010501680,293326299.5789334,12026164.89427443
280,1165760240,293493942.5318414,12226647.609847048
281,2504176614,293493014.5129079,12228991.882850608
282,3065980640,293492537.4282603,12230396.168603227
283,341841041,293491854.3297876,12232400.576108513
284,341844290,293530137.8215027,12167428.94834838
285,3061687034,293534243.4282896,12164090.919869527
286,342485388,293726654.60060966,11895160.013367506
287,347765007,293721918.19607353,11888320.72006889
288,3064892264,293717699.6962617,11882226.772657799
289,2984749962,293717280.6526608,11881554.006571522
290,3064892261,293716975.1398985,11881063.226280352
291,341372875,293716639.64989233,11880432.880382312
292,2984749954,293715823.2483563,11879142.760573657
293,3065376075,293715651.0386573,11878929.174624363
294,343473417,293709074.5415966,11869966.840277439
295,341368215,293704387.2487153,11863292.53173987
296,341366411,293699493.30419517,11856331.932869146
297,358406372,293695107.697194,11850100.751742037
298,342485395,293690567.7392774,11843652.399125542
299,3237841865,293685486.2775295,11836445.358700931
300,2984814843,293681052.1966871,11830163.413460998
301,342485397,293680164.9978304,11828908.152630286
302,343726317,293676655.746853,11823939.80208528
303,359487892,293672856.2906421,11819459.28634257
304,341939720,293671869.5928482,11818266.805473467
305,345316237,293662236.69253707,11810082.364736725
306,343225521,293653520.33051294,11802683.531661827
307,343233983,293636235.5792429,11789168.404509572
308,4030892502,293632052.79699826,11786992.582024941
309,345318778,293624197.4834691,11782878.60412967
310,1180490855,293608078.6556427,11774464.616876723
311,1180490685,293607113.6435146,11773960.821936384
312,1180491100,293603909.2674858,11772291.491783518
313,341939037,293597126.11878633,11768754.388585094
314,4064066952,293467558.0925135,12304507.393425155
315,359094944,293463932.7594427,12323635.389811562
316,1204205614,293462248.29346097,12332164.005318072
317,3447337406,293460334.2145473,12341744.046639586
318,1272839496,293458151.6160659,12352686.596462695
319,356930058,293455367.55926543,12366745.751504686
320,2499412660,293455230.4293199,12367423.889764665
321,2397340490,293449336.3929182,12396974.21003605
322,1646932840,293448623.3172016,12400559.48623869
323,342437012,293445475.7065921,12416403.16684779
324,1646932837,293442072.3326889,12430880.80076483
325,342437013,293436583.3079867,12454099.924520101
326,1862158944,293436206.36009,12455674.901043454
327,1260716999,293428668.0399697,12487267.212059109
328,1260716906,293420517.4186974,12521032.28085896
329,342437016,293415245.8884669,12543672.63775164
330,1646932838,293413653.267658,12550598.718620926
331,1646932839,293412935.7272455,12555017.237121562
332,342437019,293412517.3214583,12558960.821348438
333,1646932825,293412635.3169928,12569067.023939883
334,1646932823,293413250.1693996,12582892.792362288
335,342437022,293414772.6307015,12630679.382376734
336,4730957704,293179215.9128312,13184723.111504637
337,3066129533,293180750.4925934,13180817.065769097
338,4108972794,293181867.30438215,13178330.97049601
339,2120422507,293183013.455601,13175516.589333748
340,1903675000,293188077.696379,13341952.7062167
341,2509483378,293187062.2969686,13342029.208529139
342,2640945653,293184924.9832599,13342427.562562104
343,2641014428,293176998.2345963,13343543.610187035
344,2640945654,293173266.38663757,13344105.663443562
345,2641014429,293169229.66373026,13344715.268553238
346,2640945655,293161691.34361,13345675.973312099
347,3096661000,293161420.9106012,13345715.565810036
348,342441744,293158825.0088422,13345789.472445162
349,3096661001,293152585.2774151,13345668.054841055
350,618548776,293151835.2085039,13344324.692530503
351,3541613213,293150944.182765,13347122.574246734
352,360587462,293143016.7962877,13368359.319553707
353,3096662567,293139191.1897151,13377158.662123466
354,4280116160,293135826.72244763,13382106.846151795
355,360587464,293132628.7245558,13386447.869486982
356,360587463,293120862.9752319,13399384.408722006
357,1832154996,293206913.6105674,12842943.187586656
358,3647816803,293207915.6158901,12843723.303931981
359,3647816810,293209397.89492893,12846453.214468243
360,3226694161,293212443.4553464,12852068.24726034
361,3647816828,293214101.7709664,12855129.889981443
362,3647816854,293217736.03342897,12861843.533803454
363,360583601,293218374.48494273,12863023.232780186
364,342447429,293225465.6976593,12876790.52994141
365,360583603,293232511.6256032,12889707.362191858
366,342447427,293237959.19241494,12900187.341783242
367,1255379108,293240949.90085423,12905591.579430813
368,364161607,293241569.8557706,12906826.04500338
369,1192742849,293244088.5820719,12911739.03889505
370,3226573011,293246033.9138569,12915028.764499325
371,342446800,293247133.5046757,12916972.228677163
372,342446801,293229864.69874823,12967133.826443046
373,1683672122,293228899.0488064,12965205.410041269
374,3786498689,293228314.1736435,12964017.248399235
375,342449558,293220355.5342949,13086279.243259866
376,919805140,293222895.946262,13073680.65479933
377,344372521,293223552.894373,13070500.599821568
378,3431806446,293223940.68510264,13069040.213639446
379,3431806425,293224475.8107969,13067223.408992706
380,3431806417,293225121.916075,13065574.042993892
381,342449563,293228603.1032496,13059892.965890737
382,342451357,293228159.1849144,13073523.641508628
383,3692621029,293226609.9354371,13078466.291667022
384,342451232,293226454.94670796,13079850.189353488
385,3692621036,293226388.6140832,13081419.4656845
386,342451233,293226484.28613824,13082831.880772209
387,3692621039,293226698.5915414,13084219.233382659
388,342451235,293226970.3001776,13085271.990380917
389,3692621044,293227358.7287209,13086426.411499413
390,1646932787,293227824.3327219,13087284.112580953
391,3692621046,293228227.43098027,13087865.28128082
392,360868799,293228756.8163513,13088220.606203565
393,1646932793,293229277.27233046,13088286.597230183
394,3692621048,293229807.29551524,13088126.697037386
395,3692621047,293230144.0611488,13087941.420720648
396,3431806597,293230450.2117248,13087644.48188657
397,360868796,293231188.7999894,13086687.77010577
398,1646932795,293231846.3859141,13085545.988494305
399,3692621041,293232267.34295607,13084457.674433032
400,3431806561,293232495.6802607,13083166.644759402
401,342451241,293232579.8716691,13081492.995076736
402,3692621033,293232522.4684361,13079824.840625785
403,292787392,293073264.2144283,13335223.991180075
404,292787393,293074828.1336207,13358175.301353503
405,342446795,293292013.2656762,12771385.142657759
406,1683672042,293291297.63870484,12770066.923745023
407,3431806154,293289870.21164423,12767549.735894758
408,1192742948,293289390.5757418,12766703.634646289
409,355216241,293287995.6771799,12764231.22294808
410,3431806124,293283680.2296857,12756850.915057205
411,1192741961,293279280.5907831,12749334.18902347
412,3431806118,293277765.1454319,12746718.850676904
413,3246605404,293277091.6141647,12745554.936342286
414,3431806113,293273852.1583824,12739969.55644789
415,631513310,293271260.08350563,12735502.726084251
416,1832154992,293263046.9564907,12722454.079728926
417,360695157,293254046.1295563,12710080.614953496
418,2051605626,293250788.8149904,12705609.99172634
419,3013077561,293248331.956618,12702499.59031926
420,342454282,293247083.1173934,12700919.808571156
421,930537770,293242180.2434815,12694721.617579851
422,919647369,293186621.56770194,11343028.39908348
423,2045678742,293187878.69850457,11344701.662667245
424,919647482,293189039.51943856,11346328.465676142
425,2045678751,293190340.65938663,11348594.536630152
426,2045678753,293191417.9267259,11350662.01488456
427,342459729,293192369.5447663,11352730.128234314
428,2045678756,293193545.0354154,11355614.428224158
429,2045678758,293195056.0160707,11359568.415777743
430,2045678759,293196056.1079523,11362602.48935287
431,364146383,293196664.5822221,11364433.382362092
432,5223543359,293197847.72663563,11368257.344631078
433,2045678762,293199240.0739427,11372973.682874277
434,342459725,293201813.6522222,11382117.813959016
435,2045678765,293204149.9638053,11390674.703258261
436,2045678771,293209585.4121567,11412589.036069477
437,2045678773,293211299.2175686,11419687.893016402
438,2045678778,293213243.9115399,11427606.71598055
439,2045678780,293215377.3983664,11436221.711239304
440,5223543366,293216059.22121173,11439011.339023734
441,2045678781,293216552.8890155,11441033.503316907
442,342459722,293217154.34733456,11443008.72106484
443,919647640,293217672.252059,11444346.334463753
444,342459720,293218525.6467896,11445374.99158327
445,919647427,293219322.91391456,11445700.072038285
446,342459719,293220162.2767438,11445551.405245267
447,341803486,293222666.33333,11444615.871013036
448,130200377,293318622.8532402,11528731.923282389
449,342462392,293319088.45724124,11520973.716849344
450,4403234694,293320381.9434248,11515445.350397415
451,1767243893,293321559.347515,11510425.875100626
452,1625195689,293323695.38559633,11501319.51528581
453,342462431,293325254.84009284,11494693.01953774
454,130200364,293122534.0471259,11318918.697257916
455,1252117556,293120629.5354177,11326863.881249903
456,5223578909,293119902.4277997,11329859.869144155
457,342463959,293118130.5813411,11337710.689886687
458,360877545,293115656.5019988,11348489.03019259
459,361375248,293112866.704875,11357327.994181342
460,342463965,293109863.8779754,11363013.66260089
461,361375260,293105499.3188263,11367224.739065753
462,2016694018,293105222.5076805,11367426.545155428
463,361375259,293101201.7301157,11370350.47338797
464,342463969,293097459.6771378,11371822.716949245
465,5223610834,293095972.29558945,11372079.559403917
466,919647449,293092022.953159,11371946.235379636
467,342463985,293077400.4362728,11379324.200083027
468,5223610833,293075421.3003617,11375901.98438804
469,738244859,293074780.9354069,11374795.63097663
470,738244861,293073631.5951195,11373252.140317574
471,345800802,293070923.43814933,11369311.66707793
472,2509244786,293593787.8018805,12671413.882826323
473,2329643613,293591355.81824243,12673458.522267606
474,3526732173,293589388.8007916,12675112.80766499
475,4682537859,293573736.2147799,12688292.743920272
476,4039101539,293559220.8505953,12700539.281235257
477,342467697,292987456.5861125,11341410.200113865
478,360955207,292991409.7554251,11332486.83789995
479,2376856071,292993951.4430196,11326754.81970647
480,1895872497,292996824.1559244,11320280.50810638
481,918722367,292997214.4979088,11319403.081283461
482,1252174457,293000549.6257461,11311896.125245005
483,1976844432,293001043.9313636,11310784.694715442
484,361374300,293004744.526451,11302194.782874309
485,1978262740,293007635.7359531,11295976.651432078
486,361374302,293012078.74618727,11285961.354837256
487,342466237,293014344.8982634,11280945.741791312
488,2962237164,293016549.1824106,11276024.703950802
489,2962237166,293024176.7964489,11259048.133729963
490,3087146538,293025145.6354592,11256894.852798577
491,344579830,293028362.1299483,11249751.733885165
492,359883006,293036518.4915439,11231199.207083642
493,361374268,293043940.7295708,11214505.41182608
494,359882976,293054555.2251662,11190903.588344786
495,3149701119,293058310.6722318,11182813.771387069
496,3126049478,293059246.3449297,11180799.024614416
497,3126049473,293063306.0291302,11172068.415853571
498,3127119089,293066541.65803033,11165117.144399619
499,3126054223,293072648.08639413,11152017.837131977
500,3126205741,293078174.1042909,11140186.485292979
501,3126089119,293082033.5149896,11131933.876128266
502,3126059958,293090801.5399235,11113222.540363668
503,361374151,293092514.069708,11109574.359217048
504,2089828168,292950732.54889387,10867223.178124791
505,5223686595,292950825.66969407,10910041.616269443
506,1470547682,292950865.8519572,10934955.355480252
507,2278766605,292950974.2802862,10960401.809291538
508,2278766628,292951006.1709712,10982051.116273593
509,361381885,292951051.4557439,10997684.812559599
510,5223686606,292951038.0616562,11039790.204741025
511,2190791570,292951045.0776069,11042134.908957237
512,5223686609,292951052.0935576,11044504.706640447
513,5255181124,292951092.2758207,11058123.305285195
514,342471976,292951126.0799468,11069781.817029953
515,342471073,292950912.41235733,11072819.624292362
516,2061726160,292950907.3098477,11115664.563708344
517,344579832,292951450.0893064,11121975.635537423
518,5223665379,292951693.0963261,11171977.055553202
519,342466241,292951818.1078113,11183563.021677954
520,342474650,292841233.9685053,10725290.178829508
521,354567596,292858261.0430405,10750790.272421388
522,5223724828,292866974.8538099,10763747.363577655
523,359882970,292875950.80600995,10777208.587603556
524,5223724840,292885959.3785904,10792249.389775112
525,651949296,292888288.0364091,10795752.356596798
526,359882965,292901542.44290876,10815599.93352627
527,5223708562,292910772.8827752,10829184.169051077
528,5223708560,292914838.307299,10835223.086985348
529,342473500,292915647.0550706,10835951.160673188
530,5223708561,292916343.547631,10836478.247755129
531,2027204553,292918864.1873734,10836711.917991962
532,1252380888,292930235.7678307,10836628.592799902
533,1252381023,292937659.28148496,10836574.25083366
534,342471086,292947875.1435179,10836547.080013404
535,2089828162,292949160.33812344,10836675.689522136
536,3012367342,292949970.9993361,10837646.679283762
537,342471169,292950558.4257538,10839561.892192485
538,342474275,292859684.6432189,10684226.61140327
539,342474936,292861319.9975457,10685397.543081274
540,354562145,292878094.4978557,10709870.109120378
541,2894893587,292881601.835392,10715732.850067107
542,3121678325,292894397.65384144,10734755.649680678
543,2881146006,292894964.032407,10735597.979085194
544,342475792,292907618.25621504,10754463.449149545
545,1887826584,292871227.1577478,10723944.895788994
546,651949287,292854613.3864902,10698580.407638386
547,342474274,292853388.7841862,10696818.0244093
548,342476137,292835378.20092565,10670774.44597398
549,651949285,292833430.3178858,10667764.52663671
550,3127461163,292830516.1470905,10663265.380719904
551,651949275,292828758.3325333,10660553.548665337
552,362501715,292820529.26017594,10647866.757371034
553,1252381038,292851393.7029326,10638957.436416833
554,3127459399,292849430.512364,10642850.75209447
555,3127459230,292845241.9897961,10651162.278645903
556,3127460587,292842061.2128742,10657479.32447213
557,342473505,292822644.8882188,10697755.065708632
558,341838330,293290921.3286218,11896133.084368471
559,2089570470,293289601.6920765,11897080.851955686
560,342493172,293778894.09389454,11933865.578910662
561,342490276,293772284.43052137,11925240.188373053
562,3061304978,292792010.05839413,13647894.50054112
563,3061304979,292792574.5235186,13655015.695901312
564,348220875,292792830.2868123,13658467.07585516
565,3281625553,292793042.6787744,13661546.345365845
566,3061304980,292793209.1481501,13663953.725468166
567,3654745150,292793899.2625735,13672940.043734543
568,3061304981,292794123.7729959,13675862.352948355
569,1505150144,292794163.95525897,13676448.08180154
570,3654745168,292797659.8121487,13724486.50569005
571,1505150160,292797770.7917325,13726016.39233663
572,3092767817,292800051.6135237,13757692.852721654
573,1674326446,292800424.0967245,13762880.779502327
574,343226075,293693909.8830654,11776446.856301488
575,343226951,293691394.9836463,11786110.355317555
576,342767912,293678367.0010101,11836397.029659458
577,344371358,293682207.2772978,11858172.064392898
578,343233773,293607776.3319489,11826222.099020133
579,4423651001,293609866.4474438,11824638.253205217
580,1180490420,293614222.07720107,11821341.701471254
581,345318651,293625830.9243548,11812433.2135312
582,1180491269,293629114.3892824,11810199.573585311
583,343234734,293603703.25366074,11804186.90053888
584,1720232815,293603066.7155881,11804607.235212613
585,344242186,293588465.8843677,11815218.458853468
586,344260009,293478725.5725868,11686595.700565932
587,341940264,293465401.6443938,11867851.109622411
588,4293926996,293464640.094836,11866398.780402655
589,4293926845,293460645.4676329,11857250.881347498
590,2583501599,293456042.36616004,11846722.166709661
591,343237259,293455258.4931227,11845640.538631987
592,343266176,293434574.8326454,11933466.877616419
593,4089485858,293433771.18738335,11933637.442098832
594,4089485860,293433048.5444613,11934215.26168945
595,1673313898,293432341.8468817,11935746.40575793
596,1673313913,293431450.1833291,11937568.029208893
597,343722408,293420562.0656564,11960010.071741803
598,1231063503,293409101.8290948,11983595.413339773
599,343721735,293407616.3609875,11986661.476637483
600,1231063499,293406691.5311225,11988568.00262114
601,343267753,293395389.4723585,12011926.858067786
602,343266971,293366985.0770427,12003396.029223941
603,341814179,293372285.3088897,12014964.97718705
604,341817313,293358743.886225,11933019.166595431
605,341817314,293356098.2349974,11933963.658816239
606,341817316,293353580.78432345,11937107.243730795
607,341817319,293347825.7913084,11951096.444879014
608,341839568,293352715.27113265,12032956.64986147
609,3400766824,293353131.125665,12031716.746089742
610,2142262274,293354314.90789217,12029064.60282854
611,5120584491,293355945.1597094,12025615.800023023
612,358082579,293359118.9206806,12018844.47599767
613,3772807392,293361117.1910027,12014960.66069446
614,3322762888,293364538.4236895,12008215.24164957
615,343270067,293326186.6859085,11922747.124840975
616,344753425,293319761.3506947,11935919.161340289
617,347029331,293503941.5372163,11943044.42623437
618,618548716,293502660.8073067,11944885.129269993
619,2505713748,293501009.5076374,11946277.738632256
620,3825322551,293499650.3266427,11947493.305586567
